id,poly,x,y
5,6,0.035413,-0.33899
5,6,0.040393,-0.34
5,6,0.041276,-0.341807
5,6,0.044185,-0.343312
5,6,0.046663,-0.343306
5,6,0.048022,-0.345405
5,6,0.05065,-0.345332
5,6,0.052123,-0.346707
5,6,0.051197,-0.348319
5,6,0.052168,-0.350445
5,6,0.051356,-0.353835
5,6,0.049429,-0.354809
5,6,0.049942,-0.359312
5,6,0.051218,-0.360541
5,6,0.051538,-0.363046
5,6,0.050884,-0.365001
5,6,0.046029,-0.365936
5,6,0.04515,-0.365189
5,6,0.042127,-0.366471
5,6,0.038772,-0.365524
5,6,0.038461,-0.367447
5,6,0.039164,-0.369164
5,6,0.040753,-0.37066
5,6,0.040073,-0.371534
5,6,0.036768,-0.371375
5,6,0.036057,-0.372457
5,6,0.03265,-0.372165
5,6,0.031446,-0.373072
5,6,0.027358,-0.369454
5,6,0.022071,-0.369687
5,6,0.021303,-0.372244
5,6,0.022226,-0.373616
5,6,0.022214,-0.375447
5,6,0.018961,-0.378404
5,6,0.021035,-0.37941
5,6,0.024712,-0.382085
5,6,0.024258,-0.384063
5,6,0.023085,-0.384241
5,6,0.022976,-0.386163
5,6,0.021672,-0.386813
5,6,0.020546,-0.390848
5,6,0.021509,-0.393743
5,6,0.021013,-0.395391
5,6,0.018928,-0.395576
5,6,0.017249,-0.396607
5,6,0.013918,-0.395566
5,6,0.010651,-0.399381
5,6,0.010882,-0.400983
5,6,0.013616,-0.402806
5,6,0.013498,-0.406049
5,6,0.010758,-0.407827
5,6,0.008635,-0.408336
5,6,0.007284,-0.407792
5,6,0.005594,-0.40833
5,6,0.006619,-0.41083
5,6,0.002091,-0.413233
5,6,0.00048,-0.412402
5,6,-0.001696,-0.41324
5,6,-0.002221,-0.412367
5,6,-0.005256,-0.412137
5,6,-0.007408,-0.410463
5,6,-0.0103,-0.409151
5,6,-0.010501,-0.407231
5,6,-0.009094,-0.406295
5,6,-0.009205,-0.404123
5,6,-0.010748,-0.399369
5,6,-0.012368,-0.396699
5,6,-0.012138,-0.395573
